MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
2030057,05/08/2022,05/02/2018,M,2,SHENZHEN ,,China,43.0,2025/06/03,4,64156,41471.68,1373.44,204147,02/05/2025,118,189.506096,355,5,2.586291,60303,7
2043590,2017/07/24,21-Aug-2005,,0,SHANGHAI,Guang dong,CHN,,2025-04-12,5,34029,9774.17,22505.64,97028,15-Feb-2025,56,162.368485,162,5,0.55021,8376,11
2003402,2025-02-06,06-Jun-2010,Female,0,Hangzhou,Sichuan,CN ,,2024-12-08,6,42223,18266.59,35484.86,35995,2024-02-27,285,0.394153,411,4,1.19173,571122,12
2014931,2024-05-06,04/30/2018,male,0,Nan jing,Chongqing,China,44.0,09/29/2024,3,43722,80084.74,19342.03,176710,06/25/2023,462,163.687633,472,2,1.517702,369726,8
2055652,2015-01-17,08/04/2016,,0,Shanghai,Zhejiang,cn,50.0,02/07/2025,6,77198,36134.79,2367.12,272326,31-Oct-2024,99,195.620126,41,1,0.33218,326257,9
2017203,04/27/2022,2015/12/19,male,0,,Jiangsu,cn,34.0,2025-09-04,5,37333,31041.36,53944.53,160339,10/30/2024,309,58.889591,208,5,1.287297,343042,11
2061175,2021-10-16,2021-11-25,F,1,Shenzhen,Beijing,US,30.0,20-Aug-2024,7,22711,24102.39,4102.06,463914,26-May-2023,452,260.015004,550,3,1.271575,83455,10
2032854,2010-11-17,03-Jun-2014,Female,3,,Guangdong,cn,43.0,01/30/2025,4,4881,117444.64,10852.02,345247,19-Nov-2024,72,58.001411,560,3,0.955031,276967,12
2014472,2014/11/03,2024/12/17,,3,Beijing,Chongqing,China ,46.0,2024/09/01,5,34058,66209.5,21365.53,185743,20-Aug-2024,12,163.077009,379,3,0.967974,323375,7
2048417,24-Dec-2021,2019/05/05,M,0,Hangzhou,Guang dong,,32.0,12/22/2025,5,53364,14098.92,14750.65,99467,2024-09-15,463,79.15634,555,1,0.454965,252165,11
2007832,2019-07-28,29-Sep-2022,M,0,Xi'an,Zhejiang,CHN,39.0,10-Dec-2025,5,44827,38542.63,42657.78,69346,09-Feb-2025,304,131.98748,325,1,1.677068,143572,4
2024057,2021-12-24,01/23/2019,female ,1,Hangzhou,Zhe jiang,CHN,29.0,2025-02-15,4,23231,29061.06,23737.53,138110,2024-05-27,264,164.6658,477,2,1.141645,81671,7
2052242,2023-09-21,2016-02-27,Female,2,Shenzhen,bei jing,US,27.0,09/11/2025,2,6634,925.74,50221.78,214351,2025-06-25,78,13.830435,559,3,1.349646,458338,8
2006749,2012/07/02,2017-02-04,M,3,Nanjing,Shanghai,CN ,45.0,2025-10-20,2,53755,26645.69,n/a,87493,12/02/2024,322,96.056565,469,2,0.213062,78135,7
2024965,2015-11-27,06-Sep-2014,Female,0,Xi'an,,CN,27.0,08/26/2024,7,16721,14551.39,35863.53,-374417,30-Nov-2022,635,134.792034,442,5,2.073905,50827,9
2006421,10/17/2015,02-Sep-2018,,3,Shenzhen,Chongqing,cn,39.0,17-Mar-2024,5,14534,71730.46,75742.59,236820,02/13/2023,398,137.404802,234,4,0.668268,144119,8
2009725,04-Dec-2013,01/24/2022,Unknown,0,Chong qing,Hubei,CHN,42.0,12/09/2024,5,19496,32515.08,12190.9,256715,20-May-2024,203,118.653903,310,1,0.469037,276072,7
2048596,26-Jan-2018,12-Jan-2007,F,2,Hangzhou,Shanghai,cn,52.0,05-Sep-2024,5,24193,85921.31,29444.94,293640,2022-12-11,634,21.259475,528,2,1.382645,256107,6
2060924,11-Oct-2025,05/16/2007,,2,Xi'an,Hubei,China,29.0,2025-05-24,2,53575,11556.91,7401.25,201117,23-Nov-2023,548,110.31032,432,2,1.158049,256424,7
2047128,2020-12-01,04-Feb-2011,male,2,SHANGHAI,bei jing,CN,55.0,2024/02/04,7,18114,76130.69,26608.92,285090,2024-01-23,12,57.196884,373,3,1.050129,159983,12
2029432,2021/12/01,05/17/2015,Unknown,3,Hangzhou,Hubei,IN,,04/22/2025,2,79406,135728.72,13339.4,149183,2023-11-05,534,208.26633,520,1,0.771105,119086,4
2048135,10-Aug-2019,17-Jun-2016,F,0,guangzhou ,Zhe jiang,CN ,51.0,17-Mar-2024,6,46052,70228.16,22689.21,220415,16-Jul-2022,610,141.476291,236,2,1.867311,283351,4
2043366,2021-04-15,2007-08-11,male,0,Xian,,India,22.0,2024/12/07,1,30495,60853.4,31437.6,79859,28-Jan-2023,679,29.188503,683,3,1.135869,146014,12
2056694,2025/10/29,2020-12-16,male,0,SHANGHAI,Zhejiang,CHN,42.0,2025-08-14,7,49529,27881.72,34752.25,376544,12-Jan-2025,214,194.62004,360,3,0.124976,181101,13
2006057,02/22/2019,2020/05/09,Unknown,0,Hangzhou,,China Mainland,50.0,03/17/2024,3,60046,13049.62,32047.93,239685,2023-04-02,350,187.318332,125,2,1.559271,236491,6
2060094,2018/05/12,2012-02-21,Female,0,beijing,Zhejiang,CHN,40.0,2024/05/21,3,35915,45786.32,19950.67,502134,26-Mar-2024,56,158.024432,381,4,2.024538,97911,8
2054732,2013/09/18,01/29/2007,Female,1,SHANGHAI,Hubei,China ,31.0,10/04/2024,3,26416,78317.31,36818.33,14270,2024-01-25,253,76.479352,215,2,0.161578,287720,10
2058935,07/03/2020,08-Mar-2013,Female,1,SHANGHAI,Jiangsu,CN,26.0,10/23/2024,2,44324,38078.73,1330.95,184634,10/23/2023,366,58.902601,481,5,1.047999,195847,7
2003231,2011/10/22,07-Sep-2023,Unknown,1,Chengdu,shang hai,United States,43.0,09-Dec-2025,3,47168,8306.33,23502.45,150687,2024-08-16,480,114.19476,71,1,1.503598,399985,9
2060985,11/28/2010,2018/04/04,Female,0,Xian,Guangdong,India,20.0,01-Apr-2025,7,63027,35220.51,40970.73,324521,10/28/2023,521,68.732244,337,2,1.11293,196369,9
2049533,15-Aug-2017,2010-09-28,female ,0,Nan jing,Guangdong,United States,38.0,05/04/2025,6,22754,34208.53,10436.56,16724,12/04/2023,517,190.703531,263,1,1.262719,232470,9
2009901,12/22/2014,2023/02/25,female ,0,Beijing,Beijing,China,,04-Aug-2024,1,25636,7925.58,122354.14,124261,10-Jun-2024,55,0.087606,374,7,1.191695,285751,7
2056241,24-Mar-2010,23-Sep-2021,,2,Shanghai,,CN ,30.0,07-Jul-2025,3,13241,139661.84,6930.79,46028,18-Sep-2023,658,2.317394,349,4,0.487799,174534,17
2035891,2011-09-27,08/15/2010,F,1,SHANGHAI,Guang dong,CHN,,2025-12-29,3,4377,20432.52,13114.54,123053,08-Feb-2024,690,27.058375,323,4,0.620303,376738,6
2013615,08/25/2014,2016/12/24,Male,0,Chongqing,Si chuan,US,36.0,2025/11/19,6,43945,78587.22,7621.97,248206,02/22/2025,270,186.748901,420,1,1.539117,218859,7
2012173,06/09/2023,25-Oct-2010,Male,0,Shanghai,Shanghai,cn,42.0,10/23/2024,2,12640,98491.13,34181.52,425694,15-Mar-2024,222,214.603083,524,4,0.663579,125082,9
2058134,2020-07-09,2019/07/24,,0,beijing,Zhejiang,cn,31.0,08/15/2025,6,30045,36894.38,63313.72,104075,04/29/2024,473,118.907706,625,4,2.132543,98039,8
2018036,10/01/2015,05/06/2024,M,3,Xian,bei jing,CN,46.0,01/30/2024,3,5643,37075.9,57467.19,232220,2023-07-05,209,67.050398,385,2,1.843199,121273,8
2003977,2020/11/17,11/06/2014,Unknown,0,Chongqing,Si chuan,US,44.0,2025/08/30,4,38293,66414.32,42174.21,158801,14-Jun-2025,77,37.630872,55,0,0.154775,50711,9
2040171,2012-09-20,2014/01/01,Male,0,Chengdu,,China ,29.0,2025-12-22,4,31562,13041.93,23065.19,148627,2024-10-29,419,54.530637,553,0,2.147467,188690,8
2032826,17-Jul-2017,2015-10-21,M,1,Chong qing,Chongqing,CN ,40.0,2024/11/04,3,819,2979.47,17783.05,226749,05/23/2023,531,139.519887,246,4,1.367358,199031,8
2027469,01-Apr-2011,2019/08/18,Unknown,1,Xian,shang hai,China ,51.0,2024-04-15,9,20506,11003.13,28484.19,61519,07/31/2023,259,50.406561,368,4,1.228552,185991,15
2054318,2017-06-15,10/01/2017,F,1,Beijing,Hubei,India,48.0,04/05/2025,6,5572,27819.95,19271.0,149249,2025-03-16,20,92.125249,442,4,0.536257,92160,11
2057269,2015-08-22,09/09/2015,F,3,Nanjing,Shaanxi,China,30.0,2024/08/14,8,49828,30096.32,6044.23,65610,09-May-2023,463,214.484003,122,3,1.380418,156965,9
2045794,2025/07/16,2006/02/17,male,1,Guangzhou,Zhejiang,CN,37.0,2025-11-08,7,40536,80415.33,26481.65,137872,07/13/2024,483,136.314345,766,1,0.727183,206731,12
2005460,08/29/2016,2024-09-12,Unknown,3,Nan jing,,CN ,47.0,01-Feb-2024,4,19421,33689.7,64690.11,270319,08-Nov-2022,450,163.532576,503,2,1.37299,378297,15
2035013,09/18/2012,12-Oct-2013,male,3,Chongqing,Hubei,IN,27.0,2025/12/27,4,46970,51370.81,64962.8,166638,11-Feb-2025,319,180.336542,33,4,0.108688,82861,15
2046374,05-Sep-2015,21-Dec-2015,,1,Chengdu ,Guangdong,US,48.0,2025-05-16,7,11139,4558.14,44419.96,101855,25-Dec-2023,508,101.766659,519,1,0.37817,208743,12
2062677,26-Mar-2016,2023-08-05,Unknown,1,Hangzhou,Chongqing,CN,26.0,31-Jul-2024,8,18314,20271.91,6779.22,415236,2023-02-14,533,176.808075,36,6,1.05216,324571,12
2031587,2014/04/21,2020/09/20,female ,1,Xian,bei jing,,48.0,01/28/2024,6,3628,1002.18,78445.4,14308,15-Feb-2023,347,221.857599,503,1,1.034017,237237,4
2000264,2019/12/05,28-Nov-2011,female ,1,Chengdu,Shaanxi,China ,41.0,2025/11/12,4,36234,69490.33,59821.8,157953,2024-02-13,638,199.542908,102,3,1.315687,229866,7
2061879,2022/04/14,2008/09/17,,1,Guangzhou,Guang dong,CHN,29.0,07/01/2025,3,23252,56997.27,64173.06,244332,2024-09-07,297,135.675625,188,2,1.118476,96674,12
2024916,07/07/2019,11-Mar-2011,female ,0,Chong qing,Guangdong,US,40.0,2024/07/17,8,39407,1109.02,18235.28,228052,08-Dec-2022,587,51.701243,435,1,0.938271,231159,10
2004833,08/31/2012,18-Aug-2007,,1,Xi'an,Sichuan,cn,41.0,03/25/2025,4,67862,4932.24,69941.56,390576,02/27/2024,392,81.648134,439,4,1.561405,288022,13
2008344,21-May-2010,2011/06/04,Female,0,wuhan,shang hai,India,48.0,2024-05-26,8,61462,107568.38,46618.0,363566,06/19/2023,342,90.834266,685,3,1.091152,175800,12
2022884,2025-06-08,2024-01-13,male,2,Beijing,bei jing,,32.0,2024/05/30,8,26798,48440.34,34896.03,183269,2023-04-07,419,10.630972,399,3,1.068157,60061,9
2050809,2022/10/02,23-Feb-2012,F,0,Nanjing,Guangdong,cn,38.0,02-Aug-2025,1,235,53053.26,24545.4,71594,20-Nov-2023,621,70.404547,155,3,0.858877,406739,10
2001078,2016-05-27,2005/01/14,male,1,Shanghai,Beijing,cn,40.0,10/05/2024,6,15379,14542.86,75309.5,90847,01/26/2023,618,39.186991,553,4,0.937638,88961,11
2027693,08/14/2017,31-Jan-2007,Unknown,1,beijing,Zhejiang,China,41.0,2024/01/09,8,15250,11590.29,66418.32,54830,2022-07-14,544,208.76038,108,5,1.260239,100473,6
2040164,01-Mar-2023,2011/09/26,F,0,guangzhou ,Shaanxi,IN,33.0,2025/07/12,12,32855,29077.32,8908.37,325779,08/12/2024,334,23.79426,178,5,2.3565,126385,12
2026311,2017/02/15,2021/12/27,Unknown,0,Hangzhou,,CN ,21.0,2025-02-20,4,44376,3388.67,83591.69,259711,18-Dec-2023,430,42.283777,451,4,0.744046,40641,13
2053695,2020/04/07,03/28/2018,Female,0,Hangzhou,Shanghai,US,33.0,27-Dec-2024,10,23786,53813.4,33995.3,253809,03/29/2023,639,139.651414,273,1,1.420685,373219,7
2025929,2011-12-27,2015-08-18,Unknown,1,Chongqing,,CN,39.0,11-May-2024,2,60573,10527.34,60570.83,245244,2023-06-28,318,82.00584,521,3,1.09917,80511,7
2062263,2017/12/26,02-Jan-2013,M,0,Nan jing,bei jing,United States,38.0,07-Feb-2024,1,52523,26325.89,57824.55,134598,05/11/2022,637,102.72509,24,1,1.146011,226069,10
2007366,2013/03/03,17-Jul-2006,Unknown,0,Xi'an,Shaanxi,China,34.0,2024-09-08,2,23663,79934.45,n/a,316618,03/17/2024,n/a,55.066843,129,3,0.490373,373575,7
2030336,2022-11-13,01/28/2016,M,0,wuhan,Zhejiang,US,51.0,04-May-2025,7,20487,41168.77,43469.37,248518,22-Dec-2024,133,22.02482,163,1,1.574119,75677,15
2048959,02-Jun-2022,2010/06/14,male,0,Chengdu,Jiangsu,India,49.0,07/21/2024,9,10940,25117.52,57559.07,42012,09/29/2023,296,7.907007,317,3,1.209751,130809,7
2019244,2019-12-29,13-Nov-2017,Female,1,Xian,Si chuan,US,53.0,13-Dec-2024,6,21784,36059.28,49140.04,203863,08/08/2024,127,90.651632,107,7,1.301276,249147,9
2035351,2021-08-05,04-Mar-2011,Female,1,Hangzhou,Shanghai,United States,35.0,06/08/2024,1,5755,53068.87,43809.81,216490,10/01/2022,616,190.533989,478,2,1.238709,181727,7
2046520,2021-02-17,05-Dec-2007,M,0,Chengdu,bei jing,US,38.0,23-Mar-2024,6,32153,6451.0,50527.04,87159,2023-03-21,368,83.214132,858,1,0.751017,212111,10
2009514,07/14/2012,07/10/2014,male,1,Shenzhen,,US,64.0,2025/10/15,4,43520,39557.29,508.89,34948,17-Nov-2023,698,12.992489,207,1,1.037566,159246,7
2003001,2019-11-23,2019/02/20,Female,1,Nanjing,Jiangsu,CN ,31.0,05-Jul-2024,3,10105,3402.3,58450.32,167139,08-Feb-2024,148,0.995521,591,5,0.668047,319753,11
2008761,03/30/2011,2018/12/07,Unknown,0,Chong qing,Zhe jiang,China ,34.0,2025-06-19,5,36541,72673.4,61113.3,285549,03-Jun-2025,16,64.751644,214,1,1.598644,267326,13
2049681,27-Sep-2014,2019-12-21,F,0,SHANGHAI,,INDIA,33.0,2024-04-30,3,37287,9047.78,925.67,154755,03/09/2023,418,60.033724,353,5,1.033138,316586,12
2059683,2024-08-09,2009/08/11,F,1,wuhan,Guangdong,CN,44.0,2025/04/30,2,21132,47962.35,12659.34,99066,2024-02-22,433,16.909621,139,2,1.470531,405943,8
2016074,05/30/2014,2018-11-07,Female,2,,Guangdong,CN,22.0,28-Nov-2024,3,-24299,75905.01,13498.27,214212,18-Oct-2023,407,148.455045,63,2,1.183588,52606,14
2018398,2018/08/05,2013/01/13,M,0,Beijing,Zhejiang,China ,28.0,09-Feb-2025,6,31385,5472.68,61389.64,144456,2024-11-26,75,121.799709,725,2,0.787709,481632,9
2059532,08/17/2010,11/18/2014,F,1,Beijing,Shaanxi,,63.0,03/16/2024,3,9070,17288.58,1995.3,342578,2022-11-23,479,184.193498,255,2,0.299632,183544,8
2048427,21-Mar-2018,03/05/2018,Female,0,Xian,Jiangsu,IN,31.0,20-Feb-2025,7,35887,7870.05,45879.7,180840,30-Jul-2023,571,31.618857,98,6,0.712794,181915,7
2017180,13-Nov-2013,09/02/2009,female ,2,Nan jing,Hubei,China ,26.0,2024/09/20,9,18140,9543.54,83825.16,85372,2023-05-19,490,237.230231,670,5,1.24504,98050,13
2040669,2018/08/10,30-May-2008,female ,0,guangzhou ,Sichuan,IN,61.0,2025/04/18,12,62917,24390.53,6533.77,500361,2024-09-29,201,78.058465,459,0,0.582387,177657,11
2030200,2019/11/08,2017-09-01,Male,2,SHANGHAI,Beijing,IN,36.0,2024/05/06,5,66219,38058.06,62245.6,80814,2024-01-14,113,187.303305,281,3,0.156968,241562,13
2061339,04/21/2016,06/18/2018,male,1,Xian,Zhejiang,CN ,46.0,2025-02-20,10,25064,16770.81,25712.63,210559,2024-12-17,65,71.043649,533,5,1.556526,18658,8
2035357,23-Jul-2022,16-Jul-2023,Female,0,SHENZHEN ,shang hai,China ,29.0,10/25/2024,9,24470,3551.29,44470.59,18497,2023-12-27,303,118.776018,136,1,1.257404,184340,5
2056680,01-Apr-2013,2013/05/01,female ,1,Chong qing,,cn,30.0,02/28/2024,6,21715,309.12,22768.32,361425,10/02/2022,514,180.862651,585,7,1.050447,10623,9
2047771,2024/05/14,2009-01-21,Unknown,2,wuhan,,CN,36.0,2024/04/06,7,49841,24748.53,43628.21,284263,27-Dec-2022,466,52.845852,372,3,1.47708,157370,9
2009595,09-Dec-2019,06/14/2019,,0,Xian,Chongqing,US,28.0,2025/04/20,6,50699,35226.45,26770.22,15684,02-Jun-2024,322,44.45114,437,1,0.548866,120444,13
2043166,2024/10/27,2015/01/10,female ,1,Nan jing,Si chuan,CHN,39.0,29-Apr-2024,6,1531,16359.15,20844.39,394059,06/05/2023,329,186.011723,39,2,1.205713,26016,11
2060915,31-Mar-2021,20-Mar-2013,female ,0,Xi'an,Beijing,China ,43.0,09/08/2025,3,85238,7325.19,6169.7,252973,2023-10-20,689,143.823996,323,3,0.373849,10323,11
2062172,2024-05-30,2023-08-05,,0,Shenzhen,bei jing,China ,33.0,2024-04-03,5,50899,122095.12,18843.08,86482,2023-08-17,230,287.910298,225,6,1.903041,130566,10
2048395,20-Oct-2016,29-Oct-2023,Female,1,Chengdu ,,United States,,21-Dec-2024,3,66454,50951.8,5482.14,344078,2024-02-16,309,46.2118,253,1,1.429501,422700,8
2024185,2014/10/20,11/03/2017,Unknown,0,Shenzhen,bei jing,CN ,40.0,2025/07/24,6,28755,18718.84,12684.05,56326,05/18/2024,432,201.729128,326,4,1.149833,103423,16
2056753,2021/03/24,01/24/2018,female ,1,Wuhan,Guangdong,China ,33.0,07/15/2025,3,45013,19805.12,2955.01,113262,31-Oct-2023,623,96.408528,262,7,0.797279,100795,10
2016777,21-Apr-2024,2009/05/20,Unknown,1,Xian,Beijing,India,38.0,01/08/2025,4,3346,12787.37,45594.78,8359,05/04/2023,615,267.093792,332,2,0.323455,253755,8
2059340,07/22/2010,10/09/2025,F,0,Beijing,Guangdong,China,,2025/09/23,4,23536,51495.77,67106.3,424372,2025-07-20,65,42.311548,749,3,0.808443,384753,8
2056053,2025/04/22,2008-12-01,male,3,Nan jing,Zhe jiang,India,28.0,01-Jun-2024,1,27419,44880.33,23886.43,193446,07/15/2022,687,5.965115,320,4,0.324167,322544,14
2036938,23-Sep-2022,2017/02/06,Female,0,wuhan,,IN,18.0,2025-10-27,8,39702,69623.75,2801.3,294050,2024-04-08,567,106.699837,460,2,1.373595,440280,11
2049074,10-Apr-2016,06/03/2009,,0,Chengdu ,Zhe jiang,CN-PRC,35.0,12-Apr-2025,8,39444,62057.81,3069.63,4017,09/19/2023,571,130.855441,258,4,0.714383,323034,8
2044766,2012-12-10,27-Oct-2021,female ,0,Shenzhen,Beijing,United States,34.0,03-Mar-2024,6,74299,61077.74,19323.68,467215,2024-01-23,40,147.837348,451,4,1.504179,89206,5
2053701,01-Apr-2013,2019-06-06,female ,1,Hangzhou,Guang dong,China ,22.0,2025/02/10,6,26907,69305.62,7431.07,286180,08-Oct-2023,491,128.450759,186,1,0.550008,377299,11
2039191,10/22/2022,2017-08-13,male,2,wuhan,Guangdong,US,20.0,12-Jan-2024,6,44979,1089.53,103973.07,157921,29-Oct-2023,75,93.366559,277,3,1.278416,70507,10
2043151,2013-09-10,11/17/2015,male,3,Hangzhou,,United States,38.0,2024-06-26,9,50314,25780.02,30394.03,278577,2024-01-25,153,259.686286,43,1,0.046208,147319,7
2031410,04/02/2022,2013/04/01,Male,0,wuhan,,IN,37.0,2024-06-03,1,34166,90766.08,57846.23,220446,2023-02-26,463,203.81715,110,4,1.300409,278786,15
2053752,2022-08-26,12-Aug-2020,Male,0,Xian,,India,46.0,16-Feb-2025,5,42300,47772.23,69475.37,61924,01/20/2024,393,96.508989,138,3,0.916777,300625,6
2029625,08/07/2010,26-Apr-2005,female ,1,beijing,Si chuan,China ,35.0,14-Sep-2024,3,36804,13334.17,44617.3,159450,10/28/2023,322,92.954937,236,2,1.623171,264233,16
2001847,2011/02/08,23-Jan-2024,female ,0,Hangzhou,Zhe jiang,CHN,38.0,03/06/2024,6,82992,28886.22,86098.36,251412,03/12/2023,360,108.525129,172,2,0.988876,301196,6
2057428,18-Jul-2020,2021/12/19,Unknown,1,Wuhan,Hubei,US,48.0,06-Mar-2025,10,38378,17248.37,21200.56,166266,2023-09-10,543,23.652664,1,1,0.571768,352510,9
2009166,03/11/2011,2019-04-20,Female,2,Beijing,bei jing,cn,,05/21/2024,6,34934,48737.66,20403.55,214407,20-Apr-2024,31,55.352633,420,1,1.214236,354482,12
2056637,2011/11/26,2022-06-17,,0,Guangzhou,Beijing,China ,37.0,20-Feb-2024,7,63720,52033.81,6644.57,189693,13-Aug-2022,556,49.744408,374,1,0.875524,215607,4
2028760,15-Feb-2018,2012/02/10,Unknown,0,Guangzhou,,US,54.0,2025-03-06,3,29493,34486.43,7494.37,284624,2024-10-04,153,40.086622,475,3,1.227629,233703,12
2023321,2017-04-25,30-Nov-2019,M,1,beijing,,,28.0,2025/07/31,5,11999,46714.99,59209.9,303855,01-May-2024,456,79.846125,266,4,0.569817,165600,8
2059345,2023-04-04,04/27/2005,Female,0,Shanghai,Shaanxi,CN ,31.0,2025-12-28,5,16009,20292.3,2350.65,240629,2024-11-18,405,161.471049,370,1,0.847356,75878,6
2001617,28-May-2020,2010-07-20,Unknown,3,Shanghai,Jiangsu,China,32.0,2024/02/15,8,11235,72598.81,35546.73,536113,17-Apr-2023,304,144.950889,213,4,0.612761,134879,7
2002418,06-Jul-2021,2018/01/13,Female,0,guangzhou ,Jiangsu,India,67.0,2024/03/11,4,37204,44968.01,64789.45,18206,2023-03-18,359,140.942556,19,4,0.982259,105952,7
2010340,2019-01-31,2005/03/17,female ,2,,,US,31.0,29-Oct-2025,4,32739,30934.5,4727.25,333931,2025-01-30,272,74.838536,107,2,0.46466,37161,12
2025117,2016-09-16,2019/01/14,Male,0,Shenzhen,Beijing,United States,25.0,01-Jan-2024,5,5769,57469.71,7389.31,130343,10/18/2023,75,109.19015,127,3,1.12504,241380,7
2055890,2014/06/10,2009/09/02,M,1,Shenzhen,,CN,,2024-08-17,2,19355,32279.76,40754.36,33516,2023-01-12,583,31.515068,506,1,1.850454,296033,7
2056156,2023/05/29,2007/03/13,Female,0,Shenzhen,shang hai,CN ,53.0,31-Mar-2025,4,41554,9360.53,11520.51,157881,2024-03-22,374,80.59266,366,2,1.031929,273419,8
2033637,2015/03/07,2018/10/18,,1,Nanjing,bei jing,CN,,2024-04-22,3,22832,24839.3,1799.5,222377,2022-09-09,591,123.239384,292,6,0.546279,371169,16
2010558,01/20/2011,09/27/2008,Female,2,wuhan,Shaanxi,IN,26.0,2024/01/03,2,57725,9216.05,8516.12,8700,30-May-2022,583,96.8732,123,3,0.289734,332283,9
2030561,12/04/2019,2008-06-07,male,0,Beijing,Shaanxi,China,43.0,18-Jan-2025,5,30033,14843.48,19848.5,262034,2024-09-28,112,40.763041,525,3,0.680359,238041,9
2004121,07/30/2025,2006/10/19,F,0,Wuhan,Zhe jiang,cn,24.0,16-Jan-2025,3,37756,27743.59,44341.23,139123,2024-12-29,18,186.195422,192,2,0.664382,168644,6
2013448,2017/09/22,18-Dec-2020,,1,guangzhou ,,IN,,2024/06/06,3,20720,24543.0,8911.72,232970,27-Sep-2023,253,26.427314,161,2,0.956309,453212,12
2051462,2017/05/16,2025-09-30,Male,1,Shenzhen,Jiangsu,CN ,,09/07/2025,6,44914,74186.74,2049.46,116862,24-Jan-2025,226,106.204642,117,0,1.558676,281321,15
2036220,2020-07-12,10/18/2019,male,1,Hangzhou,Shanghai,China,39.0,21-Feb-2024,4,29499,48820.58,1822.42,147605,06/28/2023,238,83.003563,198,4,0.436252,288524,7
2047558,2016-08-29,2018/01/05,Male,1,Hangzhou,Sichuan,China ,,2024-05-04,8,25657,10013.3,50904.97,249416,10-May-2023,360,113.48166,209,2,0.432092,20917,15
2033891,06/27/2010,2017/12/05,female ,0,Nan jing,Sichuan,India,24.0,09/21/2025,4,65109,59805.05,52552.24,244955,08/05/2025,47,187.827725,248,1,1.573366,28329,12
2038539,2024-07-29,03-Oct-2005,M,0,Chengdu,Shanghai,CN,50.0,2025-03-02,3,47085,10616.77,39347.17,63031,01/17/2025,44,167.515472,504,0,0.435274,207558,11
2038731,22-Feb-2014,2009-10-05,Male,0,Nan jing,,CN,29.0,09/21/2025,5,36729,77113.29,12179.52,403049,02/24/2024,575,36.445013,0,3,0.167361,207507,12
2021855,2021-02-15,06/09/2013,male,1,Beijing,Beijing,US,26.0,2025/06/23,1,78186,60243.33,35322.19,131507,08/14/2023,679,37.906776,485,3,0.730181,99856,11
2058213,2018-03-07,2015-05-18,female ,0,Nan jing,Beijing,CHN,37.0,15-Aug-2025,6,35975,23506.1,42410.87,330646,19-Sep-2023,696,62.451368,281,4,1.600099,45744,8
2042295,10-May-2015,01-Feb-2017,,1,Hangzhou,Chongqing,India,55.0,2024/07/30,2,39699,14203.67,9831.76,277156,2024-05-01,90,190.84034,464,4,1.591891,96671,11
2009441,2013-04-15,01/02/2007,Male,0,Guangzhou,Si chuan,United States,41.0,02/07/2024,1,13048,13679.27,655.51,257033,11/08/2023,91,160.255879,296,6,0.881721,204230,14
2007213,2012/03/27,2015-10-15,female ,0,Shenzhen,Hubei,US,36.0,04/06/2025,2,28527,10018.35,43791.14,122338,05-Feb-2025,60,206.903885,468,7,0.049726,213500,11
2036779,12/23/2016,30-Jul-2021,Unknown,0,guangzhou ,Guangdong,CHN,41.0,2024-09-17,8,12591,84373.73,56627.62,879017,10-Jan-2023,616,28.370836,517,4,0.427978,98475,13
2038076,27-Sep-2016,2011/08/10,female ,1,Chong qing,shang hai,China ,34.0,2025/01/29,8,38824,9473.16,16843.95,408695,08-Feb-2024,356,34.459538,556,2,1.875857,15187,11
2002830,23-Sep-2023,2013-05-21,,0,Wuhan,Guangdong,cn,32.0,04-Dec-2025,4,38323,12417.92,86995.72,123844,04/12/2025,236,40.143919,453,2,0.925461,15438,8
2060199,2013-12-01,17-Jul-2007,female ,0,Beijing,Guangdong,India,50.0,2024/02/12,7,22891,25169.67,29778.58,115924,2023-03-09,340,45.178097,413,4,1.407741,255598,13
2009737,10/06/2013,2010/12/19,Unknown,1,Chengdu,Sichuan,United States,30.0,2025-01-20,5,27527,5658.69,11584.26,500320,05/16/2023,615,55.060502,35,3,1.541266,197798,9
2013898,12/02/2015,2018/09/03,F,0,Chongqing,Jiangsu,China ,,03/22/2025,10,31791,16635.54,36294.49,266965,08/10/2023,590,90.667118,164,3,0.316473,279501,14
2039141,02-Mar-2011,11/21/2014,m,1,Chong qing,Zhejiang,IN,19.0,2025/06/17,8,50578,74902.51,29392.84,159125,18-Mar-2025,91,136.807875,725,3,0.012701,398740,9
2058047,08/15/2021,28-Feb-2007,male,0,guangzhou ,Shanghai,CN ,,05/17/2025,6,2774,26459.33,18669.24,203389,04/20/2025,27,92.21866,571,3,1.209839,4423,4
2031781,2010-10-31,2014-04-18,Female,1,Chengdu,Beijing,CHN,39.0,2025-04-06,4,12795,58572.64,40792.48,59945,12/04/2024,123,56.767637,62,3,1.935508,220434,4
2029702,25-Aug-2013,07/20/2013,M,1,Beijing,Hubei,CN,41.0,2025-06-13,8,25019,39869.68,55628.4,208199,03/11/2024,459,60.919872,671,2,1.163015,199706,13
